Identifier,Record_URL,RecordDownload_URL,Thumbnail_URL,Business_Name,Record_Title,Business_Type,Notable_Graphics,Transcribed_Text,Colors,Subjects_LCSH,StreetAddress,City,County ,State,Country,Latitude,Longitude,Collection_Title,Rights
1402920,https://collections.lib.utah.edu/ark:/87278/s6w4286q,https://collections.lib.utah.edu/file?id=1402920,https://collections.lib.utah.edu/dl_thumbs/a1/f8/a1f8d78b441e8ea23e4145bbadb58e7c31f7bbd1.jpg,University Club,"University Park Hotel matchbook, Salt Lake City, Utah",Social Groups,Shield and cap,Siste Alumne,Blue with white text,Advertising; Graphic arts; Social Groups,130 E S Temple,Salt Lake City,Salt Lake County,Utah,United States,40.7690321,-111.88721,Harold Stanley Sanders Matchbooks Collection,http://rightsstatements.org/vocab/NKC/1.0/
1402921,https://collections.lib.utah.edu/ark:/87278/s6rg06xr,https://collections.lib.utah.edu/file?id=1402921,https://collections.lib.utah.edu/dl_thumbs/6c/84/6c8413c16d1e7386a6366a48f766a4f67a902416.jpg,The Pe-Con,"The Pe-Con matchbook, Salt Lake City, Utah",Bars,Trees,Beautiful starlite gardens,"Blue, white, and red with black, white, and silver text",Advertising; Graphic arts; Bars,230 S Main St,Salt Lake City,Salt Lake County,Utah,United States,40.837355,-111.9129927,Harold Stanley Sanders Matchbooks Collection,http://rightsstatements.org/vocab/NKC/1.0/
1402922,https://collections.lib.utah.edu/ark:/87278/s6mp9g5f,https://collections.lib.utah.edu/file?id=1402922,https://collections.lib.utah.edu/dl_thumbs/c2/94/c294a48d7c13096e604fb22c65f0b06265266aa6.jpg,The Palm Tavern,"The Palm Tavern matchbook, Salt Lake City, Utah",Restaurants,People in front of jail house,Please respond to this summons at....,"Tan, brown, and green with white and green text",Advertising; Graphic arts; Restaurants,460 S 10th E,Salt Lake City,Salt Lake County,Utah,United States,40.7126884,-111.8625144,Harold Stanley Sanders Matchbooks Collection,http://rightsstatements.org/vocab/NKC/1.0/
1402925,https://collections.lib.utah.edu/ark:/87278/s6gx8qg5,https://collections.lib.utah.edu/file?id=1402925,https://collections.lib.utah.edu/dl_thumbs/c6/16/c616a80c85976ff1bde314d8a341f4f62d6c6142.jpg,Plaza,"Plaza matchbook, Salt Lake City, Utah",,,,Maroon with silver text,Advertising; Graphic arts,North Plaza Suite 250,Salt Lake City,Salt Lake County,Utah,United States,40.7652372,-111.9036082,Harold Stanley Sanders Matchbooks Collection,http://rightsstatements.org/vocab/NKC/1.0/
1402926,https://collections.lib.utah.edu/ark:/87278/s6c57zs6,https://collections.lib.utah.edu/file?id=1402926,https://collections.lib.utah.edu/dl_thumbs/fd/f2/fdf28364901426e26eacb3557b4db6b4aa28ce94.jpg,Pardner's ,"Pardner's matchbook, Salt Lake City, Utah",Restaurants,Cows in hats,A civilized food & steak emporium,"Yellow, red, and black with yellow, red, and black text",Advertising; Graphic arts; Restaurants,4668 Holladay Blvd,Salt Lake City,Salt Lake County,Utah,United States,40.66904,-111.824657,Harold Stanley Sanders Matchbooks Collection,http://rightsstatements.org/vocab/NKC/1.0/
1402927,https://collections.lib.utah.edu/ark:/87278/s67d773q,https://collections.lib.utah.edu/file?id=1402927,https://collections.lib.utah.edu/dl_thumbs/12/cb/12cb4c6fcfc87270af006b8c5443f8f42aced064.jpg,Phil's Place,"Phil's Place matchbook, Salt Lake City, Utah",Restaurants,Pin up girl,Beer - tobacco- cigars - cold drinks,"White, green, orange, black, and yellow with black and blue text",Advertising; Graphic arts; Restaurants,132 W 2nd S,Salt Lake City,Salt Lake County,Utah,United States,40.7742329,-111.8950871,Harold Stanley Sanders Matchbooks Collection,http://rightsstatements.org/vocab/NKC/1.0/
1402928,https://collections.lib.utah.edu/ark:/87278/s63n6g8n,https://collections.lib.utah.edu/file?id=1402928,https://collections.lib.utah.edu/dl_thumbs/c9/b9/c9b98f1ec2454caaa74450cabc50edd916dd8cda.jpg,Pat's Union Inn,"Pat's Union Inn matchbook, Salt Lake City, Utah",Restaurants,Pin up witch,"Well, I'll be witched!","White, red, blue, and brown with black text",Advertising; Graphic arts; Restaurants,227 S W Temple,Salt Lake City,Salt Lake County,Utah,United States,40.7644627,-111.8939637,Harold Stanley Sanders Matchbooks Collection,http://rightsstatements.org/vocab/NKC/1.0/
1402929,https://collections.lib.utah.edu/ark:/87278/s6zw5ztd,https://collections.lib.utah.edu/file?id=1402929,https://collections.lib.utah.edu/dl_thumbs/43/05/430570d00510390480ac9339004b1aaea1953950.jpg,Pioneer Title insurance Company,"Pioneer Title insurance Company matchbook, Salt Lake City, Utah",Insurance companies,Globe,Pin down the title to your home,"White, red, green, and blue with red and black text",Advertising; Graphic arts; Insurance companies,45 E 4th S,Salt Lake City,Salt Lake County,Utah,United States,40.7681564,-111.8791339,Harold Stanley Sanders Matchbooks Collection,http://rightsstatements.org/vocab/NKC/1.0/
1402932,https://collections.lib.utah.edu/ark:/87278/s6v73xg8,https://collections.lib.utah.edu/file?id=1402932,https://collections.lib.utah.edu/dl_thumbs/40/53/40533ad8525d414972b7d931eeac12c03fb6fcb4.jpg,The Pit Bar,"The Pit Bar matchbook, Salt Lake City, Utah [2]",Bars,Pin up girl,,"Green white, and peach with blue and white text",Advertising; Graphic arts; Bars,22 W 1st S,Salt Lake City,Salt Lake County,Utah,United States,40.7686894,-111.8657951,Harold Stanley Sanders Matchbooks Collection,http://rightsstatements.org/vocab/NKC/1.0/
1402935,https://collections.lib.utah.edu/ark:/87278/s6qg35sc,https://collections.lib.utah.edu/file?id=1402935,https://collections.lib.utah.edu/dl_thumbs/e1/6c/e16cf5584f620f1b4395c84a3b42165f26c75437.jpg,The Pit Bar,"The Pit Bar matchbook, Salt Lake City, Utah [3]",Bars,Pin up girl,,"Green white, and peach with blue and white text",Advertising; Graphic arts; Bars,22 W 1st S,Salt Lake City,Salt Lake County,Utah,United States,40.7686894,-111.8657951,Harold Stanley Sanders Matchbooks Collection,http://rightsstatements.org/vocab/NKC/1.0/
1402938,https://collections.lib.utah.edu/ark:/87278/s6kq2f22,https://collections.lib.utah.edu/file?id=1402938,https://collections.lib.utah.edu/dl_thumbs/2b/b6/2bb6a5edb4fe8bf9f96cd374fdf9b19b82b74296.jpg,The Pit Bar,"The Pit Bar matchbook, Salt Lake City, Utah [1]",Bars,,Draft beer & bottle beverages,Brown with silver text,Advertising; Graphic arts; Bars,413 S W Temple,Salt Lake City,Salt Lake County,Utah,United States,40.7600428,-111.8939568,Harold Stanley Sanders Matchbooks Collection,http://rightsstatements.org/vocab/NKC/1.0/
1402941,https://collections.lib.utah.edu/ark:/87278/s6fz1pcs,https://collections.lib.utah.edu/file?id=1402941,https://collections.lib.utah.edu/dl_thumbs/fa/54/fa549fc695c7cb0e10a098c0a4092adb52a2ccd2.jpg,Panorama Inn,"Panorama Inn matchbook, Salt Lake City, Utah [2]",Restaurants,Couple at table,Fine food,Black and silver with silver text,Advertising; Graphic arts; Restaurants,6121 Highland Drive,Salt Lake City,Salt Lake County,Utah,United States,40.6400543,-111.8342682,Harold Stanley Sanders Matchbooks Collection,http://rightsstatements.org/vocab/NKC/1.0/
1402942,https://collections.lib.utah.edu/ark:/87278/s6b60xmx,https://collections.lib.utah.edu/file?id=1402942,https://collections.lib.utah.edu/dl_thumbs/86/a3/86a3485a85ca1fdde1893632a4444b0a873d482b.jpg,Porter Rockwell's,"Porter Rockwell's matchbook, Salt Lake City, Utah",,Porter Rockwell image,Thank you,Yellow with brown text,Advertising; Graphic arts,300 Trolley Square,Salt Lake City,Salt Lake County,Utah,United States,40.7573424,-111.8724209,Harold Stanley Sanders Matchbooks Collection,http://rightsstatements.org/vocab/NKC/1.0/
1402943,https://collections.lib.utah.edu/ark:/87278/s66f05v4,https://collections.lib.utah.edu/file?id=1402943,https://collections.lib.utah.edu/dl_thumbs/0c/84/0c84fb45ccb27b157119053aad429dd2f5f716bf.jpg,Playdium,"Playdium matchbook, Salt Lake City, Utah [1]",Recreation centers,Pin up girl,Always a friendly welcome,"Red, green, yellow, and blue with black text",Advertising; Graphic arts; Recreation centers,321 S Main St,Salt Lake City,Salt Lake County,Utah,United States,40.7621643,-111.8906274,Harold Stanley Sanders Matchbooks Collection,http://rightsstatements.org/vocab/NKC/1.0/
1402946,https://collections.lib.utah.edu/ark:/87278/s62n9f48,https://collections.lib.utah.edu/file?id=1402946,https://collections.lib.utah.edu/dl_thumbs/19/c7/19c7ae526d09e48888eeef019fa851aa79c7b075.jpg,Peter Pan Billiards,"Peter Pan Billiards matchbook, Salt Lake City, Utah [1]",Bars,Couple at bar,Always a friendly welcome,Red and black with black and red text,Advertising; Graphic arts; Bars,222 S Main St,Salt Lake City,Salt Lake County,Utah,United States,40.7643943,-111.891559,Harold Stanley Sanders Matchbooks Collection,http://rightsstatements.org/vocab/NKC/1.0/
1402947,https://collections.lib.utah.edu/ark:/87278/s6z07n0q,https://collections.lib.utah.edu/file?id=1402947,https://collections.lib.utah.edu/dl_thumbs/74/de/74ded63b7c0a6b977435071af7d06121ba4a415b.jpg,Peter Pan Billiards,"Peter Pan Billiards matchbook, Salt Lake City, Utah [2]",Bars,Woman at a bar,Meet your friends here,"Blue, red, green, pink, yellow, and black with black text",Advertising; Graphic arts; Bars,222 S Main St,Salt Lake City,Salt Lake County,Utah,United States,40.7643943,-111.891559,Harold Stanley Sanders Matchbooks Collection,http://rightsstatements.org/vocab/NKC/1.0/
1402950,https://collections.lib.utah.edu/ark:/87278/s6t76wbw,https://collections.lib.utah.edu/file?id=1402950,https://collections.lib.utah.edu/dl_thumbs/d5/1b/d51b1e2c6b76537a1e4da4133e5f6b2a6944c28c.jpg,Peppercorn Steakhouse,"Peppercorn Steakhouse matchbook, Salt Lake City, Utah",Restaurants,Plant,,Green with yellow text,Advertising; Graphic arts; Restaurants,343 E 500 S,Salt Lake City,Salt Lake County,Utah,United States,40.759196,-111.880982,Harold Stanley Sanders Matchbooks Collection,http://rightsstatements.org/vocab/NKC/1.0/
1402955,https://collections.lib.utah.edu/ark:/87278/s6pg64k3,https://collections.lib.utah.edu/file?id=1402955,https://collections.lib.utah.edu/dl_thumbs/ed/0a/ed0acfb1b4540a83364c044ffabdb400ff0897bf.jpg,Pleasant Cleaners and Dyers,"Pleasant Cleaners and Dyers matchbook, Salt Lake City, Utah",Cleaning Service,Pin up girl,Look your best,"Green, orange, yellow, and black with black letters",Advertising; Graphic arts; Cleaning personnel,147 W Broadway,Salt Lake City,Salt Lake County,Utah,United States,40.7625231,-111.8956578,Harold Stanley Sanders Matchbooks Collection,http://rightsstatements.org/vocab/NKC/1.0/
1402958,https://collections.lib.utah.edu/ark:/87278/s6jq5cx8,https://collections.lib.utah.edu/file?id=1402958,https://collections.lib.utah.edu/dl_thumbs/82/ea/82ea2319fd5688cb8d91fc0fadd48e2318185f28.jpg,Pryor Cafe,"Pryor Cafe matchbook, Salt Lake City, Utah [2]",Restaurants,"plates and cups of food/drink, comic",Good food is good health,"Red, gray, yellow, black, and blue with black text",Advertising; Graphic arts; Restaurants,375 W S Temple,Salt Lake City,Salt Lake County,Utah,United States,40.7692687,-111.9017358,Harold Stanley Sanders Matchbooks Collection,http://rightsstatements.org/vocab/NKC/1.0/
1402961,https://collections.lib.utah.edu/ark:/87278/s6dz4n6z,https://collections.lib.utah.edu/file?id=1402961,https://collections.lib.utah.edu/dl_thumbs/10/9f/109fb5189f47292570200d70699b44ff392245c9.jpg,Pryor Cafe,"Pryor Cafe matchbook, Salt Lake City, Utah [1]",Restaurants,"plates and cups of food/drink, comic",Good food is good health,"Red, gray, yellow, black, and blue with black text",Advertising; Graphic arts; Restaurants,375 W S Temple,Salt Lake City,Salt Lake County,Utah,United States,40.7692687,-111.9017358,Harold Stanley Sanders Matchbooks Collection,http://rightsstatements.org/vocab/NKC/1.0/
1402964,https://collections.lib.utah.edu/ark:/87278/s6963wc6,https://collections.lib.utah.edu/file?id=1402964,https://collections.lib.utah.edu/dl_thumbs/e4/06/e406af6c857ff48829e261693325105fe2a194ef.jpg,Playdium,"Playdium matchbook, Salt Lake City, Utah [3]",Recreation centers,"Pin up girl, merry go round",Always a friendly welcome,"Green, yellow, and orange with black text",Advertising; Graphic arts; Recreation centers,321 S Main St,Salt Lake City,Salt Lake County,Utah,United States,40.7621643,-111.8906274,Harold Stanley Sanders Matchbooks Collection,http://rightsstatements.org/vocab/NKC/1.0/
1402967,https://collections.lib.utah.edu/ark:/87278/s65f34qr,https://collections.lib.utah.edu/file?id=1402967,https://collections.lib.utah.edu/dl_thumbs/63/12/63128ac4f1a4ecd878fee46f74b6f5b94ebccbda.jpg,Playdium,"Playdium matchbook, Salt Lake City, Utah [4]",Recreation centers,"Pin up girl, merry go round",Always a friendly welcome,"Green, yellow, and gray with black text",Advertising; Graphic arts; Recreation centers,321 S Main St,Salt Lake City,Salt Lake County,Utah,United States,40.7621643,-111.8906274,Harold Stanley Sanders Matchbooks Collection,http://rightsstatements.org/vocab/NKC/1.0/
1402970,https://collections.lib.utah.edu/ark:/87278/s61s13dr,https://collections.lib.utah.edu/file?id=1402970,https://collections.lib.utah.edu/dl_thumbs/7d/cc/7dccb977d0bd738d4e13f648e6f7989805b4310a.jpg,Playdium,"Playdium matchbook, Salt Lake City, Utah [2]",Recreation centers,"Pin up girl, merry go round",Always a friendly welcome,"Red, green, yellow, and blue with black text",Advertising; Graphic arts; Recreation centers,321 S Main St,Salt Lake City,Salt Lake County,Utah,United States,40.7621643,-111.8906274,Harold Stanley Sanders Matchbooks Collection,http://rightsstatements.org/vocab/NKC/1.0/
1402973,https://collections.lib.utah.edu/ark:/87278/s6x10kxc,https://collections.lib.utah.edu/file?id=1402973,https://collections.lib.utah.edu/dl_thumbs/2a/9c/2a9c88193a33340e690df5dcb7bc3fc5a59a01fd.jpg,Polynesian Restaurant,"Polynesian Restaurant matchbook, Salt Lake City, Utah",Restaurants,Girl,,Black and red with white text,Advertising; Graphic arts; Restaurants,994 S Main St,Salt Lake City,Salt Lake County,Utah,United States,40.7475184,-111.8917802,Harold Stanley Sanders Matchbooks Collection,http://rightsstatements.org/vocab/NKC/1.0/
1402974,https://collections.lib.utah.edu/ark:/87278/s6s79v7z,https://collections.lib.utah.edu/file?id=1402974,https://collections.lib.utah.edu/dl_thumbs/f3/0c/f30cd13cadec492b4ca504996e579e048e128b74.jpg,The Poplar Grove Store,"The Poplar Grove Store matchbook, Salt Lake City, Utah [2]",,Pin up girl,We're neighborly,"Blue, orange, and white with blue text",Advertising; Graphic arts,1385 Indiana Ave,Salt Lake City,Salt Lake County,Utah,United States,40.7510456,-111.9305908,Harold Stanley Sanders Matchbooks Collection,http://rightsstatements.org/vocab/NKC/1.0/
1402977,https://collections.lib.utah.edu/ark:/87278/s6ng93j2,https://collections.lib.utah.edu/file?id=1402977,https://collections.lib.utah.edu/dl_thumbs/e9/f5/e9f51c2ab41b8785aa5ffa25092402416232ce31.jpg,The Poplar Grove Store,"The Poplar Grove Store matchbook, Salt Lake City, Utah [1]",Restaurants,Wine cup and bottle,Something superior for your interior,Whiteand red with red text,Advertising; Graphic arts; Restaurants,2350 Parley's Way,Salt Lake City,Salt Lake County,Utah,United States,,,Harold Stanley Sanders Matchbooks Collection,http://rightsstatements.org/vocab/NKC/1.0/
1402980,https://collections.lib.utah.edu/ark:/87278/s6hq8btb,https://collections.lib.utah.edu/file?id=1402980,https://collections.lib.utah.edu/dl_thumbs/c6/06/c6069615fdbd7b752af49888b1d46fcd6fff12b0.jpg,Quicks 19th Golden Tee,"Quick's Club matchbook, Salt Lake City, Utah",Golf courses,Semi nude girl,,"White, blue, red, and brown with black text",Advertising; Graphic arts; Golf courses,932 S Main,Salt Lake City,Salt Lake County,Utah,United States,40.7488497,-111.8914426,Harold Stanley Sanders Matchbooks Collection,http://rightsstatements.org/vocab/NKC/1.0/
1402983,https://collections.lib.utah.edu/ark:/87278/s6cz7m14,https://collections.lib.utah.edu/file?id=1402983,https://collections.lib.utah.edu/dl_thumbs/1e/6b/1e6bd5273155e354bcdc57992a6d2c0104a1d052.jpg,Quix Inn,"Quix Inn matchbook, Salt Lake City, Utah [1]",Restaurants,Pin up girl ,We aim to please,Teal and black with black text,Advertising; Graphic arts; Restaurants,130 W S Temple,Salt Lake City,Salt Lake County,Utah,United States,40.7694121,"-111.8949298,",Harold Stanley Sanders Matchbooks Collection,http://rightsstatements.org/vocab/NKC/1.0/
1402986,https://collections.lib.utah.edu/ark:/87278/s6866vb5,https://collections.lib.utah.edu/file?id=1402986,https://collections.lib.utah.edu/dl_thumbs/69/74/69747299a2659c340e600c1ae772db5f6d0d0d99.jpg,Quix Inn,"Quix Inn matchbook, Salt Lake City, Utah [2]",Restaurants,Pin up girl in martini glass,We aim to please,White and black with black text,Advertising; Graphic arts; Restaurants,130 W S Temple,Salt Lake City,Salt Lake County,Utah,United States,40.7694121,"-111.8949298,",Harold Stanley Sanders Matchbooks Collection,http://rightsstatements.org/vocab/NKC/1.0/
1402987,https://collections.lib.utah.edu/ark:/87278/s64j4t0q,https://collections.lib.utah.edu/file?id=1402987,https://collections.lib.utah.edu/dl_thumbs/60/8c/608cf9297beb136ff2602d9521c01a5b13c86811.jpg,Quick's Club,"Quicks 19th Golden Tee matchbook, Salt Lake City, Utah",Nightclubs,Pin up girl,A good place to eat,"Red, yellow, green, and brown with black text",Advertising; Graphic arts; Nightclubs,2417 W N Temple ,Salt Lake City,Salt Lake County,Utah,United States,40.771071,-111.958817,Harold Stanley Sanders Matchbooks Collection,http://rightsstatements.org/vocab/NKC/1.0/
1402988,https://collections.lib.utah.edu/ark:/87278/s60s429t,https://collections.lib.utah.edu/file?id=1402988,https://collections.lib.utah.edu/dl_thumbs/ce/6c/ce6c429a6c9272d178a70cbd7245f1f063a62ebf.jpg,Quality Inn,"Quality Inn matchbook, Salt Lake City, Utah",Hotels,Logo,,Black and yellow with black text,Advertising; Graphic arts; Hotels,154 W 600 S,Salt Lake City,Salt Lake County,Utah,United States,40.7572584,-111.8955647,Harold Stanley Sanders Matchbooks Collection,http://rightsstatements.org/vocab/NKC/1.0/
1402991,https://collections.lib.utah.edu/ark:/87278/s6w13jtf,https://collections.lib.utah.edu/file?id=1402991,https://collections.lib.utah.edu/dl_thumbs/6d/01/6d01a4c25a6d15dc800dc81ae42ab7d809a974cf.jpg,Rhoda's Restaurant,"Rhoda's Restaurant matchbook, Salt Lake City, Utah",Restaurants,,Open daily except Sundays,Orange with gold text,Advertising; Graphic arts; Restaurants,3923 Wasatch Blvd,Salt Lake City,Salt Lake County,Utah,United States,40.6863714,-111.7952216,Harold Stanley Sanders Matchbooks Collection,http://rightsstatements.org/vocab/NKC/1.0/
1402994,https://collections.lib.utah.edu/ark:/87278/s6r82t4k,https://collections.lib.utah.edu/file?id=1402994,https://collections.lib.utah.edu/dl_thumbs/07/63/076374546bef8a35ad27bcab7fe0b381b57dfe4e.jpg,Rosen's Original Furmbilt,"Rosen's Original Furmbilt matchbook, Salt Lake City, Utah",Clothing and Shoe Stores,,Be well dressed for less,Blue with black text,Advertising; Graphic arts; Clothing and dress,118 S Main St,Salt Lake City,Salt Lake County,Utah,United States,40.766615,-111.89159,Harold Stanley Sanders Matchbooks Collection,http://rightsstatements.org/vocab/NKC/1.0/
